Peptide_Family,Species
Brevinin,Odorrana grahami
Brevinin,Odorrana grahami
Brevinin,Odorrana grahami
Brevinin,Odorrana grahami
Brevinin,Odorrana grahami
Brevinin,Odorrana grahami
Brevinin,Odorrana grahami
Brevinin,Odorrana grahami
Brevinin,Odorrana grahami
Brevinin,Odorrana grahami
Brevinin,Odorrana grahami
Brevinin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,"Odorrana grahami"""
Esculentin,"Odorrana grahami"""
Esculentin,Odorrana grahami
Esculentin,"Odorrana grahami"""
Esculentin,"Odorrana grahami"""
Esculentin,"Odorrana grahami"""
Esculentin,"Odorrana grahami"""
Esculentin,"Odorrana grahami"""
Esculentin,"Odorrana grahami"""
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,"Odorrana grahami"""
Esculentin,"Odorrana grahami"""
Esculentin,"Odorrana grahami"""
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,"Odorrana grahami"""
Odorranain,Odorrana grahami
Odorranain,"Odorrana grahami"""
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,"Odorrana grahami"""
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,"Odorrana grahami"""
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Palustrin,Odorrana grahami
Palustrin,Odorrana grahami
Palustrin,Odorrana grahami
Palustrin,Odorrana grahami
Palustrin,Odorrana grahami
Palustrin,Odorrana grahami
Palustrin,Odorrana grahami
Palustrin,Odorrana grahami
Palustrin,Odorrana grahami
Palustrin,Odorrana grahami
Brevinin,Odorrana grahami
Nigrocin,
Nigrocin,
,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Nigrocin,Odorrana grahami
Odorranain,Odorrana grahami
Esculentin,Odorrana grahami
Odorranain,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Brevinin,Odorrana grahami
,"Odorrana grahami"""
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Odorranain,Odorrana grahami
Esculentin,Odorrana grahami
Odorranain,Odorrana grahami
Nigrocin,Odorrana grahami
Odorranain,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
,Odorrana grahami
Nigrocin,Odorrana grahami
Nigrocin,Odorrana grahami
Odorranain,Odorrana grahami
Nigrocin,Odorrana grahami
Nigrocin,Odorrana grahami
Odorranain,Odorrana grahami
,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Nigrocin,Odorrana grahami
Odorranain,Odorrana grahami
Nigrocin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
Odorranain,Odorrana grahami
Nigrocin,Odorrana grahami
Nigrocin,Odorrana grahami
Odorranain,Odorrana grahami
Nigrocin,Odorrana grahami
Esculentin,Odorrana grahami
Esculentin,Odorrana grahami
,Odorrana grahami
,"Odorrana grahami"""
,"Odorrana grahami"""
Brevinin,"Odorrana grahami"""
Odorranain,"Odorrana grahami"""
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Odorranain,Odorrana grahami
Brevinin,
Brevinin,
Nigrocin,
Brevinin,Odorrana grahami
Brevinin,
Brevinin,
Esculentin,
Brevinin,Odorrana hainanensis
Brevinin,Odorrana hainanensis
Brevinin,Odorrana hainanensis
Esculentin,Odorrana hainanensis
Esculentin,Odorrana hainanensis
,Odorrana hainanensis
,Odorrana hainanensis
,Odorrana hainanensis
Odorranain,Odorrana hainanensis
Odorranain,Odorrana hainanensis
Odorranain,Odorrana hainanensis
Odorranain,Odorrana hainanensis
Odorranain,Odorrana hainanensis
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Odorranain,
Odorranain,
Temporin,
Temporin,
Nigrocin,Odorrana hejiangensis
,Odorrana hejiangensis
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Nigrocin,
Nigrocin,
Esculentin,
Esculentin,
Esculentin,Odorrana ishikawae
Palustrin,Odorrana ishikawae
Brevinin,Odorrana ishikawae
Brevinin,Odorrana ishikawae
Nigrocin,Odorrana ishikawae
Nigrocin,Odorrana ishikawae
Palustrin,Odorrana ishikawae
Palustrin,Odorrana ishikawae
Nigrocin,Odorrana ishikawae
Brevinin,Odorrana ishikawae
,Odorrana ishikawae
,Odorrana ishikawae
,Odorrana ishikawae
Palustrin,Odorrana ishikawae
Brevinin,
Brevinin,
Brevinin,
Esculentin,
Esculentin,
Esculentin,
Nigrocin,
Nigrocin,
Palustrin,
Esculentin,
Esculentin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Nigrocin,
Nigrocin,
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
Nigrocin,Odorrana livida
Nigrocin,Odorrana livida
,
,
,
,
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
,Odorrana livida
Brevinin,Odorrana margaretae
Brevinin,Odorrana margaretae
Brevinin,Odorrana margaretae
Brevinin,Odorrana margaretae
Esculentin,Odorrana margaretae
Esculentin,Odorrana margaretae
Esculentin,Odorrana margaretae
Esculentin,Odorrana margaretae
,Odorrana margaretae
,Odorrana margaretae
,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Ranatuerin,Odorrana margaretae
Esculentin,Odorrana margaretae
,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Esculentin,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Odorranain,Odorrana margaretae
Brevinin,Odorrana margaretae
Brevinin,Odorrana margaretae
Brevinin,Odorrana schmackeri
Esculentin,Odorrana schmackeri
Esculentin,Odorrana schmackeri
Brevinin,
Nigrocin,Odorrana schmackeri
Odorranain,Odorrana schmackeri
Brevinin,Odorrana schmackeri
,Odorrana schmackeri
,Odorrana schmackeri
,Odorrana schmackeri
Odorranain,Odorrana schmackeri
Odorranain,Odorrana schmackeri
,Odorrana schmackeri
Brevinin,Odorrana schmackeri
Brevinin,Odorrana schmackeri
Odorranain,Odorrana schmackeri
Ranatuerin,Odorrana schmackeri
,Odorrana schmackeri
Odorranain,Odorrana schmackeri
Brevinin,Odorrana schmackeri
Brevinin,Odorrana schmackeri
Nigrocin,Odorrana schmackeri
,Odorrana schmackeri
Brevinin,Odorrana schmackeri
Brevinin,Odorrana schmackeri
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
,Odorrana tiannanensis
Brevinin,Odorrana versabilis
Esculentin,Odorrana versabilis
Esculentin,Odorrana versabilis
Brevinin,Odorrana versabilis
Ranatuerin,Odorrana versabilis
Ranatuerin,Odorrana versabilis
Palustrin,Odorrana versabilis
Ranatuerin,
Ranatuerin,
Temporin,
Brevinin,
Brevinin,
Esculentin,
Esculentin,
Palustrin,
Palustrin,
,Odorrana versabilis
,Odorrana versabilis
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,Ostertagia ostertagi
,
,
,Pelophylax fukienensis
,Pelophylax fukienensis
,Pelophylax fukienensis
,Pelophylax fukienensis
Brevinin,Pelophylax fukienensis
Esculentin,Pelophylax fukienensis
Esculentin,Pelophylax fukienensis
Brevinin,
,
,
,
,
,Pelophylax fukienensis
Temporin,Pelophylax fukienensis
Brevinin,Pelophylax hubeiensis
Brevinin,Pelophylax hubeiensis
Brevinin,Pelophylax hubeiensis
Brevinin,Pelophylax hubeiensis
Brevinin,Pelophylax hubeiensis
Esculentin,Pelophylax hubeiensis
Esculentin,Pelophylax hubeiensis
Palustrin,Pelophylax hubeiensis
,Pelophylax hubeiensis
,Pelophylax hubeiensis
,Pelophylax hubeiensis
,Pelophylax hubeiensis
,Pelophylax hubeiensis
,Pelophylax hubeiensis
Temporin,Pelophylax hubeiensis
Temporin,Pelophylax hubeiensis
Temporin,Pelophylax hubeiensis
Temporin,Pelophylax hubeiensis
Brevinin,"Rana esculenta=European frogs, skin secretion, Peptide, 24 aa"""
Brevinin,"Rana esculenta=European frogs, skin secretion, Peptide, 33 aa"""
Esculentin,"Rana esculenta=European frogs, skin secretion, Peptide, 46 aa"""
Brevinin,
Esculentin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Esculentin,
Esculentin,
Esculentin,
Esculentin,
Brevinin,Pelophylax lessonae
Brevinin,Pelophylax lessonae
Esculentin,Pelophylax lessonae
,
,Pelophylax lessonae
Temporin,Pelophylax lessonae
Temporin,Pelophylax lessonae
Esculentin,"Pelophylax lessonae"""
Brevinin,Pelophylax lessonae
,Pelophylax lessonae
Esculentin,
Brevinin,Pelophylax lessonae
Esculentin,
Temporin,Pelophylax lessonae
Brevinin,"Pelophylax lessonae"""
Brevinin,Pelophylax lessonae
Brevinin,Pelophylax lessonae
Brevinin,Pelophylax lessonae
Temporin,Pelophylax lessonae
Nigrocin,
Nigrocin,
Nigrocin,Pelophylax nigromaculatus
Temporin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Brevinin,"Pelophylax nigromaculatus"""
Brevinin,"Pelophylax nigromaculatus"""
Brevinin,"Pelophylax nigromaculatus"""
Brevinin,"Pelophylax nigromaculatus"""
Brevinin,"Pelophylax nigromaculatus"""
Brevinin,"Pelophylax nigromaculatus"""
Brevinin,"Pelophylax nigromaculatus"""
Brevinin,"Pelophylax nigromaculatus"""
Brevinin,"Pelophylax nigromaculatus"""
Brevinin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Esculentin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
Nigrocin,"Pelophylax nigromaculatus"""
,"Pelophylax nigromaculatus"""
,"Pelophylax nigromaculatus"""
,"Pelophylax nigromaculatus"""
,"Pelophylax nigromaculatus"""
,"Pelophylax nigromaculatus"""
Ranatuerin,"Pelophylax nigromaculatus"""
Ranatuerin,"Pelophylax nigromaculatus"""
Ranatuerin,"Pelophylax nigromaculatus"""
Ranatuerin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Temporin,"Pelophylax nigromaculatus"""
Esculentin,Pelophylax nigromaculatus
,Pelophylax nigromaculatus
Temporin,Pelophylax nigromaculatus
,Pelophylax nigromaculatus
Esculentin,Pelophylax nigromaculatus
Temporin,Pelophylax nigromaculatus
,Pelophylax nigromaculatus
Nigrocin,Pelophylax nigromaculatus
,Pelophylax nigromaculatus
,Pelophylax nigromaculatus
Brevinin,Pelophylax nigromaculatus
Temporin,Pelophylax nigromaculatus
Brevinin,"Rana brevipoda, ssp. porsa, skin, Peptide, 33 aa"""
Brevinin,"Rana brevipoda, ssp. porsa, skin, Peptide, 24 aa"""
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Ranatuerin,
Ranatuerin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Esculentin,
Esculentin,
Esculentin,
Esculentin,
Esculentin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Temporin,
Brevinin,
Brevinin,
Esculentin,
Esculentin,
Rugosin,
Temporin,"Pelophylax saharicus"""
Temporin,"Pelophylax saharicus"""
Temporin,Pelophylax saharicus
Brevinin,Pelophylax saharicus
Brevinin,Pelophylax saharicus
Brevinin,Pelophylax saharicus
Brevinin,Pelophylax saharicus
Brevinin,Pelophylax saharicus
Temporin,
Temporin,
Temporin,
Temporin,
Temporin,
Temporin,
,
Dermatoxin,
Dermatoxin,
Dermatoxin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Dermaseptin,
Dermaseptin,
,Skin peptide
Dermaseptin,
,Phyllomedusa bicolor
Dermatoxin,
Dermaseptin,
Dermaseptin,
,
Dermaseptin,Phyllomedusa bicolor
,Phyllomedusa bicolor
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Phylloseptin,Phyllomedusa burmeisteri
Phylloseptin,Phyllomedusa burmeisteri
Phylloseptin,Phyllomedusa burmeisteri
Phylloseptin,Phyllomedusa coelestis
Dermaseptin,Phyllomedusa coelestis
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
,
Dermaseptin,"Phyllomedusa sauvagii=frogs, skin, Peptide Partial, 34 aa"""
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
,Proteinase inhibitor
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermatoxin,
,
Dermaseptin,Phyllomedusa sauvagii
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,Atypical cationic
Dermaseptin,
Phylloseptin,Phyllomedusa sauvagii
Phylloseptin,Phyllomedusa sauvagii
Dermaseptin,Phyllomedusa sauvagii
Dermaseptin,Phyllomedusa sauvagii
Dermaseptin,Phyllomedusa sauvagii
Dermaseptin,Phyllomedusa sauvagii
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,Phyllomedusa tarsius
,Phyllomedusa tarsius
Phylloseptin,Phyllomedusa tarsius
,
Dermaseptin,
,
,
,
,
Dermaseptin,Phyllomedusa tarsius
Phylloseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Plasticin,
Phylloseptin,Phyllomedusa vaillantii
,
,
Dermaseptin,Pithecopus azureus
Dermaseptin,"Pithecopus azureus"""
,"Pithecopus azureus"""
Dermaseptin,Pithecopus azureus
Dermaseptin,
Dermaseptin,
Dermaseptin,
Phylloseptin,
,
Dermaseptin,
Dermaseptin,
,
,
,
,
,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
,Antimicrobial peptide
Phylloseptin,
Phylloseptin,
Phylloseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Dermaseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
,Pithecopus hypochondrialis
,Pithecopus hypochondrialis
,Pithecopus hypochondrialis
,
Dermaseptin,Pithecopus hypochondrialis
Dermaseptin,
Dermaseptin,
,
Phylloseptin,Pithecopus hypochondrialis
,"Pithecopus nordestinus"""
Dermaseptin,
Dermaseptin,
Phylloseptin,
Phylloseptin,
Dermaseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Dermaseptin,
Phylloseptin,
Phylloseptin,
Phylloseptin,
Dermaseptin,Pithecopus palliatus
,Plesiomonas shigelloides
,Plesiomonas shigelloides
,Plesiomonas shigelloides
,Plesiomonas shigelloides
,Plesiomonas shigelloides
,Plesiomonas shigelloides
Brevinin,"Podisus maculiventris, hemolymph, Peptide, 21 aa"""
,
Ranatuerin,Pseudacris regilla
Ranatuerin,Pseudacris regilla
Ranatuerin,Pseudacris regilla
Odorranain,Pseudacris regilla
,"Pseudacris regilla"""
Temporin,Pseudacris regilla
Temporin,Pseudacris regilla
,
,
,
,
,
,
,
,Pseudomonas putida
,Pseudomonas putida
,Pseudophryne corroboree
,Pseudophryne corroboree
,Pseudophryne corroboree
,Pseudophryne corroboree
,Pseudophryne corroboree
,Pseudophryne corroboree
,Pseudophryne corroboree
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Temporin,
,Quasipaa spinosa
,Quasipaa spinosa
Ranatuerin,Rana amurensis
Ranatuerin,Rana amurensis
Temporin,Rana amurensis
,"Rana amurensis"""
,"Rana amurensis"""
,"Rana amurensis"""
Brevinin,"Rana amurensis"""
Palustrin,"Rana amurensis"""
